customer_id,age,gender,education_level,marital_status,employment_status,annual_income_INR,credit_score,loan_amount_INR,loan_term_months,interest_rate_percent,existing_loans_count,num_dependents,loan_purpose,state,debt_to_income_ratio,is_default
595,45,Female,Bachelor,Married,Part-time,505948.86,502,362516.19,48,14.64,0,2,Debt Consolidation,Bihar,0.72,0
596,55,Male,High School,Divorced,Unemployed,899709.27,539,374505.17,36,9.54,0,0,Car,Rajasthan,0.42,0
597,61,Female,Bachelor,Widowed,Self-employed,545653.99,789,159210,12,21.24,1,0,Business,Maharashtra,0.29,0
598,50,Male,Master,Married,Unemployed,226053.67,312,172213.33,24,11.75,0,1,Education,Uttar Pradesh,0.76,1
599,37,Female,Bachelor,Married,Full-time,587339.36,614,232712.69,24,7.91,0,0,Home Improvement,Uttar Pradesh,0.4,0
600,69,Female,Master,Married,Part-time,584282.32,497,222775.75,24,9.14,3,1,Debt Consolidation,Bihar,0.38,0
601,40,Male,Bachelor,Single,Self-employed,839673.71,542,217430.94,48,17.35,0,1,Debt Consolidation,Bihar,0.26,0
602,68,Female,High School,Widowed,Full-time,602867.28,806,325575.8,24,17.32,0,0,Education,West Bengal,0.54,0
603,45,Male,Master,Single,Full-time,515683.54,342,311167.11,12,11.42,3,0,Education,Bihar,0.6,1
604,42,Male,Bachelor,Single,Full-time,809011.23,629,162543.5,60,19.36,1,2,Home Improvement,Bihar,0.2,0
605,33,Male,Bachelor,Married,Unemployed,624158.05,890,135883.7,48,20.15,1,0,Education,Bihar,0.22,0
606,39,Male,High School,Single,Self-employed,449995.46,728,126092.7,12,22.65,0,0,Business,Uttar Pradesh,0.28,0
607,69,Male,High School,Married,Full-time,830999.51,461,162094.19,48,16.94,0,0,Debt Consolidation,Uttar Pradesh,0.2,0
608,56,Female,PhD,Married,Full-time,638732.35,734,334588.96,48,20.25,2,2,Education,Uttar Pradesh,0.52,0
609,32,Female,High School,Married,Full-time,600585.19,532,264332.9,48,19.8,3,1,Car,West Bengal,0.44,0
610,61,Male,PhD,Divorced,Full-time,635581.68,410,342584.92,36,11.38,2,2,Education,Bihar,0.54,0
611,39,Female,PhD,Single,Full-time,385866.33,531,79998.05,60,12.27,0,0,Debt Consolidation,Delhi,0.21,0
612,32,Male,Master,Married,Part-time,494469.24,572,277339.11,24,15.13,2,4,Business,Bihar,0.56,0
613,29,Female,Bachelor,Married,Full-time,600716.52,897,276059.11,36,7.32,2,0,Education,West Bengal,0.46,0
614,27,Female,Bachelor,Married,Unemployed,561067.26,340,370031.83,60,12.06,1,2,Business,Delhi,0.66,1
615,48,Female,Master,Married,Self-employed,854485.68,859,209090.76,24,15.06,3,2,Car,Gujarat,0.24,0
616,34,Female,High School,Single,Part-time,643481.17,765,202017.46,36,8.84,1,3,Debt Consolidation,Tamil Nadu,0.31,1
617,51,Male,Bachelor,Married,Part-time,770980.78,376,400649.96,36,9.15,1,4,Home Improvement,Maharashtra,0.52,0
618,39,Male,Bachelor,Single,Full-time,601879.07,789,232898.67,12,14.88,2,2,Debt Consolidation,Bihar,0.39,0
619,67,Female,Bachelor,Divorced,Full-time,811257.7,416,267727.07,36,19.43,3,1,Home Improvement,Bihar,0.33,0
620,36,Female,Bachelor,Single,Full-time,679505.55,733,297629.87,48,21.17,0,0,Home Improvement,Tamil Nadu,0.44,0
621,25,Male,Bachelor,Married,Part-time,602684.1,318,83224.29,36,16.29,3,1,Debt Consolidation,Bihar,0.14,1
622,55,Female,Bachelor,Single,Unemployed,597343.38,870,254110.21,48,15.07,1,2,Home Improvement,Maharashtra,0.43,0
623,32,Male,Master,Single,Full-time,409112.27,495,125486.23,60,13.53,2,2,Business,Uttar Pradesh,0.31,1
624,45,Male,High School,Married,Self-employed,701383.14,750,241237.06,60,10.28,0,1,Car,Maharashtra,0.34,0
625,41,Male,PhD,Divorced,Full-time,591959.05,724,220543.62,48,9.49,1,1,Education,Karnataka,0.37,0
626,56,Female,Bachelor,Married,Full-time,499601.61,693,199363.11,12,20.46,2,3,Home Improvement,Tamil Nadu,0.4,0
627,43,Male,Master,Divorced,Self-employed,821292.35,583,312667.27,12,14.91,1,0,Home Improvement,Bihar,0.38,0
628,36,Female,Bachelor,Married,Full-time,349956.79,333,259739.68,60,20.44,2,1,Debt Consolidation,Bihar,0.74,1
629,59,Male,Master,Married,Full-time,515500.82,594,143909.75,36,18.97,3,0,Business,Bihar,0.28,0
630,65,Female,High School,Single,Full-time,805543.75,550,140515.63,60,10.3,1,4,Education,Rajasthan,0.17,0
631,62,Female,Master,Divorced,Full-time,663104.59,638,334015.07,60,15.68,3,2,Home Improvement,Bihar,0.5,0
632,59,Female,High School,Single,Full-time,590428.21,739,246222.15,48,14.55,3,1,Business,Gujarat,0.42,0
633,34,Male,Master,Divorced,Full-time,650200.71,479,107589.92,12,14.21,2,4,Education,Uttar Pradesh,0.17,0
634,51,Male,PhD,Divorced,Full-time,635882.83,527,208350.43,48,16.22,0,2,Debt Consolidation,Bihar,0.33,0
635,25,Female,High School,Divorced,Part-time,296667.49,322,234255.11,60,23.7,3,3,Home Improvement,Bihar,0.79,1
636,55,Female,High School,Married,Unemployed,530147.62,626,126607.81,24,20.82,1,2,Debt Consolidation,Maharashtra,0.24,0
637,43,Female,Master,Married,Full-time,923304.33,453,186307.78,36,22.36,1,1,Debt Consolidation,Uttar Pradesh,0.2,0
638,49,Male,High School,Married,Part-time,468135.17,445,341785.46,60,7.5,2,4,Home Improvement,Uttar Pradesh,0.73,0
639,63,Male,Master,Single,Part-time,536339.8,551,498962.83,48,9.39,3,4,Business,Uttar Pradesh,0.93,1
640,31,Male,High School,Married,Full-time,491675.85,601,280266.23,24,8.44,0,4,Business,Rajasthan,0.57,0
641,38,Male,High School,Single,Full-time,582596.96,369,114512.88,24,11.47,0,2,Debt Consolidation,West Bengal,0.2,1
642,67,Female,PhD,Married,Full-time,483375.43,842,228234.16,60,14.51,1,0,Debt Consolidation,Maharashtra,0.47,0
643,32,Female,Bachelor,Single,Full-time,697348.3,392,262202.99,12,17.91,2,0,Car,Uttar Pradesh,0.38,0
644,29,Male,Master,Single,Full-time,639462.68,462,328634.37,24,15.51,3,2,Education,Rajasthan,0.51,0
645,30,Male,Bachelor,Single,Self-employed,754709.52,380,330999.21,36,22.35,1,1,Debt Consolidation,West Bengal,0.44,0
646,64,Female,Bachelor,Married,Full-time,389811.77,887,386425.28,48,22.98,2,2,Debt Consolidation,Bihar,0.99,0
647,37,Male,Bachelor,Married,Full-time,531931.9,362,249844.92,48,9.78,0,0,Education,Uttar Pradesh,0.47,1
648,58,Male,Bachelor,Single,Full-time,554855.47,735,251767.85,48,21.5,1,2,Home Improvement,Maharashtra,0.45,0
649,27,Male,Bachelor,Married,Self-employed,691129.38,347,61206.31,60,15.19,2,4,Business,Uttar Pradesh,0.09,0
650,66,Male,Bachelor,Single,Part-time,441355.76,744,148722.08,48,14.71,0,1,Home Improvement,Karnataka,0.34,0
651,33,Male,Bachelor,Married,Part-time,783130.76,373,113774.82,48,20.34,2,1,Education,Delhi,0.15,1
652,60,Male,High School,Married,Full-time,837283.12,841,165935.84,36,8.58,1,3,Education,Uttar Pradesh,0.2,0
653,62,Female,Master,Married,Unemployed,402225.53,456,134812.81,12,22,3,2,Car,Telangana,0.34,1
654,29,Male,High School,Married,Self-employed,501825.42,786,141580.75,60,18.4,2,4,Car,Uttar Pradesh,0.28,0
655,70,Male,Bachelor,Single,Full-time,493613.7,565,358927.82,60,21.88,3,2,Business,Bihar,0.73,1
656,47,Female,High School,Married,Full-time,1126477.24,555,57640.71,48,23.91,1,3,Debt Consolidation,Uttar Pradesh,0.05,0
657,22,Female,Bachelor,Married,Full-time,514019.98,338,230164.86,36,15.81,0,3,Education,Karnataka,0.45,0
658,25,Female,Master,Married,Full-time,935525.09,354,336415.73,24,8.59,2,2,Car,Karnataka,0.36,1
659,49,Male,High School,Married,Unemployed,346673.6,327,219850.71,48,9.83,0,2,Home Improvement,Bihar,0.63,0
660,57,Female,High School,Single,Full-time,402069.81,417,382710.84,48,12.5,3,2,Car,West Bengal,0.95,0
661,58,Male,High School,Married,Full-time,462679.09,669,190042.86,60,8.76,3,0,Home Improvement,Uttar Pradesh,0.41,0
662,39,Male,Bachelor,Married,Full-time,430862.14,508,425074.32,60,20.86,0,3,Car,Maharashtra,0.99,0
663,28,Male,Master,Single,Full-time,546420.25,886,93138.29,48,12.05,1,1,Home Improvement,Bihar,0.17,0
664,68,Female,High School,Single,Part-time,458244.36,876,382897.56,60,23.59,3,0,Car,Bihar,0.84,1
665,65,Female,Master,Single,Part-time,436131.68,857,160576.17,36,18.94,1,4,Car,Uttar Pradesh,0.37,0
666,21,Female,Bachelor,Divorced,Part-time,831694.4,615,394489.84,24,9.95,0,1,Business,Bihar,0.47,0
667,42,Female,Bachelor,Married,Full-time,844758.72,692,203192.92,24,15.09,1,1,Debt Consolidation,Uttar Pradesh,0.24,0
668,37,Female,PhD,Single,Full-time,789859.3,743,360459.11,24,14.94,3,1,Education,Maharashtra,0.46,0
669,27,Male,Bachelor,Single,Full-time,704799.79,558,377380.08,48,15.37,0,3,Debt Consolidation,Bihar,0.54,1
670,45,Male,Bachelor,Married,Full-time,618548.61,497,192204.74,48,16.11,1,4,Business,Bihar,0.31,0
671,65,Male,High School,Divorced,Full-time,500593.86,744,352189.68,48,7.53,1,0,Home Improvement,Telangana,0.7,0
672,24,Male,High School,Single,Full-time,409368.5,869,247203.39,36,18.67,2,4,Debt Consolidation,Uttar Pradesh,0.6,0
673,56,Female,High School,Single,Part-time,672599.14,881,103739.78,24,15.28,3,0,Education,Delhi,0.15,0
674,26,Female,High School,Divorced,Part-time,365273.92,604,300830.97,60,20.45,2,3,Education,Bihar,0.82,1
675,51,Male,Bachelor,Single,Self-employed,401215.81,638,148342.89,60,20.86,1,4,Home Improvement,Uttar Pradesh,0.37,0
676,39,Female,Bachelor,Single,Full-time,830582.65,828,184698.53,12,10.92,3,1,Education,Bihar,0.22,0
677,64,Female,Bachelor,Widowed,Self-employed,980129.81,353,160721.57,12,7.82,0,4,Business,Telangana,0.16,1
678,59,Male,High School,Married,Full-time,678659.03,411,287821.73,60,18.95,0,3,Debt Consolidation,Rajasthan,0.42,0
679,47,Male,High School,Single,Full-time,821291.43,718,151442.13,24,23.62,0,3,Education,Tamil Nadu,0.18,0
680,30,Female,Bachelor,Single,Part-time,550830.34,604,127364.56,48,14.59,1,3,Debt Consolidation,Maharashtra,0.23,0
681,46,Female,PhD,Single,Part-time,332465.16,737,145662.83,60,11.41,1,0,Car,West Bengal,0.44,0
682,39,Male,High School,Single,Full-time,722434.32,384,179022.06,60,9.66,0,4,Debt Consolidation,Bihar,0.25,0
683,59,Male,Master,Divorced,Full-time,713857.86,823,299666.88,12,11.89,2,1,Home Improvement,Tamil Nadu,0.42,0
684,23,Male,Bachelor,Married,Part-time,614333.71,551,340907.22,24,12.57,2,1,Business,Gujarat,0.55,0
685,65,Female,Bachelor,Married,Part-time,551524.91,425,339474.75,60,14.21,3,2,Education,Telangana,0.62,0
686,33,Male,Bachelor,Divorced,Unemployed,792442.12,704,246524.41,48,18.14,3,3,Business,West Bengal,0.31,0
687,70,Male,High School,Married,Full-time,402853.39,603,243944.22,48,11.64,0,1,Debt Consolidation,West Bengal,0.61,0
688,48,Female,High School,Single,Full-time,445243.88,327,231627.55,36,7.87,1,3,Education,Telangana,0.52,1
689,40,Female,Bachelor,Married,Unemployed,398378.7,565,294415.2,48,13.35,1,1,Business,Bihar,0.74,0
690,48,Female,Bachelor,Divorced,Part-time,616994.59,351,361959.36,60,21.55,3,4,Home Improvement,Uttar Pradesh,0.59,0
691,28,Female,PhD,Divorced,Part-time,382421.4,810,234890.22,60,15.47,0,2,Car,Bihar,0.61,1
692,61,Female,Bachelor,Single,Full-time,463151.56,506,303263.57,48,23.4,3,3,Car,West Bengal,0.65,1
693,59,Male,High School,Married,Unemployed,458848.89,873,125956.95,12,15.56,2,0,Home Improvement,Telangana,0.27,0
694,21,Male,Master,Married,Full-time,547878.33,810,335267.48,24,11.69,0,0,Car,Maharashtra,0.61,0
695,23,Female,High School,Divorced,Unemployed,302525.11,852,271606.81,60,10.29,0,1,Home Improvement,West Bengal,0.9,1
696,33,Female,Bachelor,Single,Part-time,617441,500,146741.76,48,18.81,0,4,Debt Consolidation,Maharashtra,0.24,0
697,48,Female,Bachelor,Married,Full-time,849460.73,583,356928.46,48,16.12,2,3,Home Improvement,Uttar Pradesh,0.42,0
698,69,Female,PhD,Divorced,Full-time,627098.27,656,125878.2,60,17.27,0,2,Car,Maharashtra,0.2,0
699,45,Female,Master,Married,Unemployed,908264.23,346,22508.47,36,19.84,3,4,Debt Consolidation,Bihar,0.02,0
700,53,Male,Bachelor,Married,Full-time,866799.64,436,334678.33,24,19.34,2,1,Home Improvement,Telangana,0.39,1
701,58,Male,Bachelor,Single,Full-time,755547.01,429,288536.89,60,7.74,1,4,Home Improvement,Bihar,0.38,1
702,26,Male,PhD,Single,Full-time,614937.17,494,128898.16,48,20.64,3,2,Debt Consolidation,West Bengal,0.21,0
703,64,Male,High School,Single,Full-time,604500.08,663,285535.29,36,16.06,3,4,Education,Bihar,0.47,1
704,65,Female,High School,Divorced,Full-time,752759.95,731,366987.83,60,13.66,3,3,Car,Bihar,0.49,0
705,52,Male,High School,Single,Self-employed,521665.88,368,276117.75,24,16.14,2,1,Education,Uttar Pradesh,0.53,0
706,65,Female,High School,Married,Part-time,223495.85,757,493855.05,36,17.41,3,2,Debt Consolidation,Uttar Pradesh,2.21,0
707,67,Female,Bachelor,Married,Full-time,698400.81,839,164898.57,48,9.54,2,1,Debt Consolidation,West Bengal,0.24,0
708,41,Female,Bachelor,Single,Full-time,373786.27,634,26434.24,12,14.1,0,3,Business,Maharashtra,0.07,0
709,36,Male,Bachelor,Married,Unemployed,407571.75,825,108903.23,24,12.7,1,2,Business,Bihar,0.27,0
710,41,Female,High School,Married,Unemployed,600044.79,857,20561.85,36,12.96,0,2,Debt Consolidation,Uttar Pradesh,0.03,0
711,31,Male,Master,Divorced,Part-time,580975.02,315,463889.79,60,8.55,3,1,Business,West Bengal,0.8,0
712,57,Male,Bachelor,Married,Full-time,317584.88,755,249505.95,60,9.72,2,4,Home Improvement,Bihar,0.79,0
713,56,Female,Bachelor,Married,Full-time,633098.31,809,443910.21,36,9.75,2,4,Education,Uttar Pradesh,0.7,0
714,55,Female,Bachelor,Single,Full-time,793227.93,508,214544.65,60,13.34,0,0,Debt Consolidation,Tamil Nadu,0.27,0
715,39,Female,Bachelor,Divorced,Unemployed,374331.69,457,159491.16,36,22.21,3,0,Home Improvement,Karnataka,0.43,1
716,40,Male,High School,Single,Full-time,854496.67,636,76992.51,24,10.5,1,2,Car,Gujarat,0.09,0
717,38,Female,High School,Married,Self-employed,287965.83,540,210324.66,60,14.08,2,1,Car,Maharashtra,0.73,1
718,67,Male,Master,Single,Full-time,1023464.83,357,334420.86,24,12.3,2,2,Business,Bihar,0.33,0
719,61,Female,PhD,Divorced,Full-time,517747.91,604,227538.78,48,20.39,3,1,Business,West Bengal,0.44,0
720,69,Female,Bachelor,Married,Full-time,629123.4,644,90249.24,48,7.85,2,3,Home Improvement,Gujarat,0.14,1
721,34,Male,High School,Married,Full-time,221593.29,313,315312.46,48,10.34,3,0,Car,Delhi,1.42,1
722,35,Male,Bachelor,Single,Full-time,587572.79,658,333879.76,48,10.58,3,2,Debt Consolidation,Karnataka,0.57,0
723,51,Male,Master,Married,Full-time,645696.44,676,197014.53,60,23.88,1,3,Education,Bihar,0.31,0
724,21,Male,Master,Married,Full-time,582767.58,542,184494.53,36,16.7,3,4,Business,Tamil Nadu,0.32,0
725,23,Male,High School,Married,Full-time,487383.78,444,79065.43,60,9.36,0,0,Home Improvement,Bihar,0.16,0
726,36,Male,High School,Single,Part-time,410687.1,714,312806.8,60,11.63,1,1,Business,Tamil Nadu,0.76,0
727,43,Female,Master,Widowed,Part-time,826105.32,693,203767.1,24,9.85,3,4,Home Improvement,Rajasthan,0.25,0
728,31,Female,Bachelor,Divorced,Unemployed,606161.43,657,-17878.01,36,9.12,3,4,Car,Telangana,-0.03,0
729,32,Male,High School,Single,Full-time,908150.48,875,101491.29,12,20.55,1,3,Business,West Bengal,0.11,0
730,30,Female,High School,Divorced,Full-time,494703.53,457,306221.84,12,15.43,2,2,Home Improvement,Bihar,0.62,1
731,52,Male,Bachelor,Married,Part-time,513041.06,317,215808.63,36,17.73,1,2,Home Improvement,Uttar Pradesh,0.42,0
732,36,Female,Master,Married,Part-time,763118.85,860,136454.21,12,12.63,2,3,Business,Bihar,0.18,0
733,28,Female,PhD,Single,Self-employed,275405.01,867,255379.29,36,16.41,1,4,Education,Karnataka,0.93,0
734,58,Male,Bachelor,Married,Full-time,357307.33,646,165995.26,24,11.38,1,0,Debt Consolidation,Uttar Pradesh,0.46,0
735,32,Male,Bachelor,Married,Full-time,819496.99,357,185722.59,24,12.24,0,4,Car,Karnataka,0.23,1
736,44,Male,High School,Married,Full-time,365613.21,454,223047.06,60,18.09,1,3,Business,Rajasthan,0.61,0
737,48,Female,Bachelor,Married,Full-time,236189.8,866,418549.18,12,9.56,0,4,Business,Rajasthan,1.77,0
738,28,Male,Bachelor,Married,Full-time,973705.44,786,418076.2,36,17.49,3,4,Education,West Bengal,0.43,1
739,48,Female,Bachelor,Married,Self-employed,321236.47,830,52882.04,24,21.49,2,4,Car,Bihar,0.16,0
740,56,Male,Bachelor,Single,Part-time,636823.88,786,243539.09,60,9.05,2,4,Business,Bihar,0.38,0
741,46,Female,High School,Divorced,Full-time,613817.04,450,104779.34,12,22.26,0,0,Education,Bihar,0.17,0
742,28,Female,High School,Married,Full-time,37874.34,658,143676.15,12,8.35,2,1,Debt Consolidation,Delhi,3.79,1
743,70,Male,Bachelor,Single,Full-time,546536.6,667,64111.09,12,12.93,2,1,Home Improvement,Uttar Pradesh,0.12,1
744,48,Female,High School,Single,Full-time,689682.65,346,163226.73,24,17.38,1,2,Debt Consolidation,Uttar Pradesh,0.24,0
745,48,Female,High School,Married,Full-time,670861.88,506,130678.86,24,16.51,0,1,Debt Consolidation,Tamil Nadu,0.19,0
746,57,Male,PhD,Divorced,Part-time,780704.14,749,352554.06,12,8.64,2,1,Debt Consolidation,Uttar Pradesh,0.45,0
747,61,Female,Bachelor,Single,Full-time,522501.74,782,165806.98,24,20.58,3,1,Debt Consolidation,Tamil Nadu,0.32,0
748,56,Male,Bachelor,Married,Part-time,742500.89,869,55417.45,12,23.54,0,4,Home Improvement,Bihar,0.07,0
749,47,Male,Master,Single,Part-time,462134.19,442,249717.6,48,10.08,1,4,Car,Bihar,0.54,1
750,37,Male,PhD,Married,Unemployed,317906.52,699,232307.21,24,22.22,3,0,Car,Bihar,0.73,0
751,29,Male,Bachelor,Widowed,Full-time,340454.32,396,223645.08,36,16.47,2,4,Education,Bihar,0.66,1
752,53,Female,Master,Married,Full-time,307577.91,346,310999.87,24,22.91,2,4,Education,Telangana,1.01,1
753,40,Female,Bachelor,Single,Full-time,801917.19,490,373189.38,12,9.99,0,1,Business,Karnataka,0.47,0
754,33,Female,Bachelor,Married,Full-time,297085.3,439,222183.59,36,20.46,2,0,Debt Consolidation,Bihar,0.75,0
755,48,Male,Bachelor,Single,Full-time,654807.77,530,276568.33,60,8.02,0,0,Debt Consolidation,Maharashtra,0.42,0
756,68,Female,Bachelor,Married,Full-time,546815.16,639,224728.41,36,22.01,2,1,Home Improvement,Karnataka,0.41,0
757,49,Female,Bachelor,Married,Full-time,579470.29,790,300649.22,36,18.46,3,1,Debt Consolidation,Maharashtra,0.52,1
758,33,Male,Bachelor,Married,Full-time,872721.46,348,103030.69,24,13.29,1,0,Home Improvement,Karnataka,0.12,1
759,66,Male,High School,Single,Full-time,512314.53,752,311734.44,36,10.24,3,3,Business,Bihar,0.61,0
760,55,Female,Bachelor,Divorced,Full-time,722320.31,615,278302.11,36,20.88,1,1,Education,Bihar,0.39,0
761,26,Male,High School,Married,Full-time,607512.67,621,154048.33,12,17.26,0,1,Education,Uttar Pradesh,0.25,0
762,38,Male,Bachelor,Single,Full-time,569596.22,386,470834.78,24,13.13,2,0,Business,Karnataka,0.83,1
763,25,Male,Bachelor,Married,Part-time,1059993.82,773,114056.78,12,14.55,3,3,Business,Uttar Pradesh,0.11,0
764,67,Male,Master,Married,Part-time,311731.65,581,282977.34,24,21.05,2,3,Debt Consolidation,Telangana,0.91,0
765,45,Female,Master,Married,Full-time,857826.37,373,154279.04,60,12.76,0,2,Education,Uttar Pradesh,0.18,1
766,22,Male,Master,Married,Full-time,731281.31,752,307800.26,36,8.52,1,3,Car,Bihar,0.42,0
767,30,Male,Bachelor,Married,Unemployed,504095,346,449964.05,24,22.49,3,1,Business,Karnataka,0.89,1
768,50,Male,Master,Single,Full-time,925863.7,887,327555.42,36,13.58,1,4,Education,Bihar,0.35,0
769,70,Male,Bachelor,Divorced,Part-time,230377.98,395,238395.4,36,12.92,1,0,Education,Maharashtra,1.03,0
770,65,Male,High School,Married,Self-employed,495646.67,330,342860.55,48,10.47,0,1,Home Improvement,West Bengal,0.69,1
771,25,Male,High School,Single,Full-time,358303.56,833,190955.11,12,22.26,1,0,Education,Delhi,0.53,0
772,53,Male,High School,Married,Full-time,682416.69,316,298897.77,24,10.7,0,3,Business,Gujarat,0.44,0
773,21,Male,Bachelor,Divorced,Part-time,377387.18,511,258775.02,60,17.82,1,0,Debt Consolidation,Maharashtra,0.69,0
774,38,Female,Bachelor,Divorced,Part-time,686612.79,534,128341.75,48,21.97,1,1,Education,Bihar,0.19,1
775,52,Male,Master,Single,Full-time,562712.72,691,420860.93,12,7.59,3,4,Car,Karnataka,0.75,0
776,67,Female,High School,Single,Part-time,504129.21,653,374382.22,60,21.09,0,1,Business,Rajasthan,0.74,0
777,69,Male,High School,Married,Full-time,677729.45,604,164385.67,60,13.98,2,2,Debt Consolidation,Maharashtra,0.24,0
778,31,Male,PhD,Single,Full-time,546275.68,898,352566.79,36,18.19,2,0,Debt Consolidation,Uttar Pradesh,0.65,0
779,41,Male,High School,Divorced,Part-time,382273.03,849,132252.14,12,13.33,2,1,Business,Karnataka,0.35,0
780,46,Male,Bachelor,Single,Part-time,1160274.6,864,296292.43,48,18.82,3,3,Debt Consolidation,Bihar,0.26,0
781,45,Female,Bachelor,Single,Full-time,502566.56,839,254751.8,24,11.32,3,3,Car,Maharashtra,0.51,0
782,42,Male,Bachelor,Married,Part-time,156478.18,888,417839.48,24,7.37,1,1,Education,Uttar Pradesh,2.67,1
783,47,Male,High School,Single,Unemployed,431580.26,808,283190.05,48,23.11,1,2,Business,Uttar Pradesh,0.66,0
784,69,Female,High School,Married,Full-time,346544.66,694,95483.98,36,7.28,2,0,Education,Telangana,0.28,0
785,33,Female,High School,Married,Self-employed,765229.12,730,351926.75,36,21.01,1,2,Education,Maharashtra,0.46,0
786,53,Male,Bachelor,Single,Full-time,664330.53,861,205941.92,60,9.88,1,4,Debt Consolidation,Bihar,0.31,0
787,54,Female,Bachelor,Single,Part-time,679742.56,476,201226.68,12,13.67,3,1,Business,West Bengal,0.3,0
788,61,Female,High School,Married,Full-time,525995.51,705,252919.82,60,20.98,2,2,Education,West Bengal,0.48,0
789,55,Female,Bachelor,Single,Self-employed,544129.95,600,192531.52,24,10.5,0,4,Home Improvement,Tamil Nadu,0.35,0
790,21,Male,Master,Married,Full-time,525813.78,744,429481.55,48,21.72,2,2,Car,West Bengal,0.82,0
791,41,Male,High School,Married,Full-time,583761.36,426,330518.76,12,15.46,3,4,Debt Consolidation,Uttar Pradesh,0.57,0
792,68,Male,Bachelor,Married,Full-time,767066.69,648,135612.48,48,13.22,2,3,Business,Delhi,0.18,0
793,26,Female,Bachelor,Divorced,Full-time,667215.08,320,177244.81,12,18.26,0,3,Business,Karnataka,0.27,0
794,48,Male,High School,Divorced,Unemployed,700022.57,719,119038.24,24,12.8,1,1,Debt Consolidation,Bihar,0.17,0
795,37,Female,Bachelor,Divorced,Full-time,699911.78,451,346772.67,24,12.9,2,2,Education,Karnataka,0.5,1
796,25,Male,Bachelor,Single,Full-time,776888.49,459,243310.85,12,19.47,3,3,Debt Consolidation,Karnataka,0.31,0
797,51,Male,Master,Single,Self-employed,657630.01,779,152336.3,36,12.27,3,0,Business,Gujarat,0.23,0
798,25,Female,Master,Single,Part-time,671769.61,742,407182.13,12,10.41,2,3,Home Improvement,Tamil Nadu,0.61,0
799,58,Male,Bachelor,Divorced,Unemployed,837761.25,395,300487.87,24,20.73,1,3,Education,West Bengal,0.36,0
800,23,Female,Master,Widowed,Full-time,466990.82,651,268552.58,48,20.69,1,2,Debt Consolidation,Gujarat,0.58,1
801,43,Female,Bachelor,Divorced,Full-time,428851.48,374,263835.87,60,15.46,3,4,Business,Uttar Pradesh,0.62,0
802,57,Male,Bachelor,Single,Full-time,362815.68,893,114201.36,48,15.95,3,0,Business,Uttar Pradesh,0.31,0
803,57,Female,Bachelor,Divorced,Part-time,636582.91,658,305935.46,24,18.83,0,0,Business,Tamil Nadu,0.48,0
804,30,Male,High School,Married,Part-time,229253.55,432,208112.53,48,15.66,1,4,Home Improvement,West Bengal,0.91,1
805,30,Male,Master,Single,Full-time,692430.82,699,337065.05,36,14.09,2,2,Education,Bihar,0.49,1
806,39,Female,Bachelor,Married,Full-time,578161.38,438,313923.25,36,23.91,3,3,Debt Consolidation,Uttar Pradesh,0.54,0
807,37,Male,Bachelor,Single,Full-time,826927.94,545,243892.42,12,9.51,3,4,Education,Telangana,0.29,0
808,41,Female,PhD,Married,Full-time,465616.54,590,236818.35,48,17.08,3,0,Business,Rajasthan,0.51,0
809,34,Male,High School,Single,Full-time,559336.34,411,415893.07,48,22.06,3,0,Home Improvement,Bihar,0.74,1
810,29,Male,Bachelor,Married,Full-time,824440.67,469,116314.2,24,18.68,1,3,Home Improvement,Bihar,0.14,1
811,66,Male,High School,Married,Full-time,876627.13,898,192660.09,12,21.98,3,3,Business,Maharashtra,0.22,0
812,21,Male,Master,Divorced,Full-time,463969.53,539,363653.3,12,12.72,1,1,Education,Uttar Pradesh,0.78,0
813,65,Male,Master,Married,Full-time,636356.25,636,398517.53,48,11.62,0,4,Education,Bihar,0.63,0
814,33,Female,Bachelor,Married,Part-time,658883.8,437,236211.51,60,21.47,0,3,Home Improvement,Gujarat,0.36,0
815,24,Female,Bachelor,Divorced,Full-time,674730.68,893,180068.1,48,13.7,2,1,Car,Maharashtra,0.27,0
816,21,Female,Bachelor,Divorced,Part-time,547484.87,535,182094.54,48,19.06,3,2,Home Improvement,Uttar Pradesh,0.33,0
817,69,Female,Master,Single,Full-time,856276.68,302,106557.27,48,9.51,2,0,Home Improvement,Uttar Pradesh,0.12,0
818,60,Female,Bachelor,Married,Full-time,222059.3,870,450174.99,36,19.85,1,4,Debt Consolidation,Bihar,2.03,0
819,52,Female,Bachelor,Single,Part-time,515773.95,415,235194.16,12,16.33,2,2,Home Improvement,Gujarat,0.46,0
820,54,Male,PhD,Single,Self-employed,689586.15,771,296487.51,36,11.57,2,4,Car,Rajasthan,0.43,0
821,48,Male,High School,Married,Part-time,691444.96,430,297502.66,60,15.41,3,4,Home Improvement,Uttar Pradesh,0.43,0
822,51,Female,High School,Divorced,Full-time,870551.81,782,398383.38,24,18.85,1,3,Education,Maharashtra,0.46,0
823,28,Female,Bachelor,Single,Self-employed,839645.08,700,208074.44,60,7.2,1,1,Debt Consolidation,Maharashtra,0.25,0
824,59,Male,PhD,Divorced,Unemployed,542891.67,500,215124.22,12,17.84,3,4,Debt Consolidation,Uttar Pradesh,0.4,0
825,46,Male,Bachelor,Divorced,Full-time,859974.25,591,333091.75,24,16.21,1,2,Home Improvement,Karnataka,0.39,0
